DocId,Namespace,Type,Member,browser,linux,osx,win
M:Microsoft.SqlServer.Server.SqlMetaData.Adjust(System.Data.SqlTypes.SqlInt64),Microsoft.SqlServer.Server,SqlMetaData,Adjust(SqlInt64),X,,,
M:Microsoft.SqlServer.Server.SqlMetaData.Adjust(System.Data.SqlTypes.SqlMoney),Microsoft.SqlServer.Server,SqlMetaData,Adjust(SqlMoney),X,,,
M:Microsoft.SqlServer.Server.SqlMetaData.Adjust(System.Data.SqlTypes.SqlSingle),Microsoft.SqlServer.Server,SqlMetaData,Adjust(SqlSingle),X,,,
M:Microsoft.SqlServer.Server.SqlMetaData.Adjust(System.Data.SqlTypes.SqlString),Microsoft.SqlServer.Server,SqlMetaData,Adjust(SqlString),X,,,
M:Microsoft.SqlServer.Server.SqlMetaData.Adjust(System.Data.SqlTypes.SqlXml),Microsoft.SqlServer.Server,SqlMetaData,Adjust(SqlXml),X,,,
M:Microsoft.SqlServer.Server.SqlMetaData.Adjust(System.String),Microsoft.SqlServer.Server,SqlMetaData,Adjust(String),X,,,
M:Microsoft.SqlServer.Server.SqlMetaData.Adjust(System.TimeSpan),Microsoft.SqlServer.Server,SqlMetaData,Adjust(TimeSpan),X,,,
M:Microsoft.SqlServer.Server.SqlMetaData.get_CompareOptions,Microsoft.SqlServer.Server,SqlMetaData,get_CompareOptions(),X,,,
M:Microsoft.SqlServer.Server.SqlMetaData.get_DbType,Microsoft.SqlServer.Server,SqlMetaData,get_DbType(),X,,,
M:Microsoft.SqlServer.Server.SqlMetaData.get_IsUniqueKey,Microsoft.SqlServer.Server,SqlMetaData,get_IsUniqueKey(),X,,,
M:Microsoft.SqlServer.Server.SqlMetaData.get_LocaleId,Microsoft.SqlServer.Server,SqlMetaData,get_LocaleId(),X,,,
M:Microsoft.SqlServer.Server.SqlMetaData.get_Max,Microsoft.SqlServer.Server,SqlMetaData,get_Max(),X,,,
M:Microsoft.SqlServer.Server.SqlMetaData.get_MaxLength,Microsoft.SqlServer.Server,SqlMetaData,get_MaxLength(),X,,,
M:Microsoft.SqlServer.Server.SqlMetaData.get_Name,Microsoft.SqlServer.Server,SqlMetaData,get_Name(),X,,,
M:Microsoft.SqlServer.Server.SqlMetaData.get_Precision,Microsoft.SqlServer.Server,SqlMetaData,get_Precision(),X,,,
M:Microsoft.SqlServer.Server.SqlMetaData.get_Scale,Microsoft.SqlServer.Server,SqlMetaData,get_Scale(),X,,,
M:Microsoft.SqlServer.Server.SqlMetaData.get_SortOrder,Microsoft.SqlServer.Server,SqlMetaData,get_SortOrder(),X,,,
M:Microsoft.SqlServer.Server.SqlMetaData.get_SortOrdinal,Microsoft.SqlServer.Server,SqlMetaData,get_SortOrdinal(),X,,,
M:Microsoft.SqlServer.Server.SqlMetaData.get_SqlDbType,Microsoft.SqlServer.Server,SqlMetaData,get_SqlDbType(),X,,,
M:Microsoft.SqlServer.Server.SqlMetaData.get_Type,Microsoft.SqlServer.Server,SqlMetaData,get_Type(),X,,,
M:Microsoft.SqlServer.Server.SqlMetaData.get_TypeName,Microsoft.SqlServer.Server,SqlMetaData,get_TypeName(),X,,,
M:Microsoft.SqlServer.Server.SqlMetaData.get_UseServerDefault,Microsoft.SqlServer.Server,SqlMetaData,get_UseServerDefault(),X,,,
M:Microsoft.SqlServer.Server.SqlMetaData.get_XmlSchemaCollectionDatabase,Microsoft.SqlServer.Server,SqlMetaData,get_XmlSchemaCollectionDatabase(),X,,,
M:Microsoft.SqlServer.Server.SqlMetaData.get_XmlSchemaCollectionName,Microsoft.SqlServer.Server,SqlMetaData,get_XmlSchemaCollectionName(),X,,,
M:Microsoft.SqlServer.Server.SqlMetaData.get_XmlSchemaCollectionOwningSchema,Microsoft.SqlServer.Server,SqlMetaData,get_XmlSchemaCollectionOwningSchema(),X,,,
"M:Microsoft.SqlServer.Server.SqlMetaData.InferFromValue(System.Object,System.String)",Microsoft.SqlServer.Server,SqlMetaData,"InferFromValue(Object, String)",X,,,
M:Microsoft.SqlServer.Server.SqlMethodAttribute.#ctor,Microsoft.SqlServer.Server,SqlMethodAttribute,.ctor(),X,,,
M:Microsoft.SqlServer.Server.SqlMethodAttribute.get_InvokeIfReceiverIsNull,Microsoft.SqlServer.Server,SqlMethodAttribute,get_InvokeIfReceiverIsNull(),X,,,
M:Microsoft.SqlServer.Server.SqlMethodAttribute.get_IsMutator,Microsoft.SqlServer.Server,SqlMethodAttribute,get_IsMutator(),X,,,
M:Microsoft.SqlServer.Server.SqlMethodAttribute.get_OnNullCall,Microsoft.SqlServer.Server,SqlMethodAttribute,get_OnNullCall(),X,,,
M:Microsoft.SqlServer.Server.SqlMethodAttribute.set_InvokeIfReceiverIsNull(System.Boolean),Microsoft.SqlServer.Server,SqlMethodAttribute,set_InvokeIfReceiverIsNull(Boolean),X,,,
M:Microsoft.SqlServer.Server.SqlMethodAttribute.set_IsMutator(System.Boolean),Microsoft.SqlServer.Server,SqlMethodAttribute,set_IsMutator(Boolean),X,,,
M:Microsoft.SqlServer.Server.SqlMethodAttribute.set_OnNullCall(System.Boolean),Microsoft.SqlServer.Server,SqlMethodAttribute,set_OnNullCall(Boolean),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedAggregateAttribute.#ctor(Microsoft.SqlServer.Server.Format),Microsoft.SqlServer.Server,SqlUserDefinedAggregateAttribute,.ctor(Format),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedAggregateAttribute.get_Format,Microsoft.SqlServer.Server,SqlUserDefinedAggregateAttribute,get_Format(),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedAggregateAttribute.get_IsInvariantToDuplicates,Microsoft.SqlServer.Server,SqlUserDefinedAggregateAttribute,get_IsInvariantToDuplicates(),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedAggregateAttribute.get_IsInvariantToNulls,Microsoft.SqlServer.Server,SqlUserDefinedAggregateAttribute,get_IsInvariantToNulls(),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedAggregateAttribute.get_IsInvariantToOrder,Microsoft.SqlServer.Server,SqlUserDefinedAggregateAttribute,get_IsInvariantToOrder(),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedAggregateAttribute.get_IsNullIfEmpty,Microsoft.SqlServer.Server,SqlUserDefinedAggregateAttribute,get_IsNullIfEmpty(),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedAggregateAttribute.get_MaxByteSize,Microsoft.SqlServer.Server,SqlUserDefinedAggregateAttribute,get_MaxByteSize(),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedAggregateAttribute.get_Name,Microsoft.SqlServer.Server,SqlUserDefinedAggregateAttribute,get_Name(),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedAggregateAttribute.set_IsInvariantToDuplicates(System.Boolean),Microsoft.SqlServer.Server,SqlUserDefinedAggregateAttribute,set_IsInvariantToDuplicates(Boolean),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedAggregateAttribute.set_IsInvariantToNulls(System.Boolean),Microsoft.SqlServer.Server,SqlUserDefinedAggregateAttribute,set_IsInvariantToNulls(Boolean),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedAggregateAttribute.set_IsInvariantToOrder(System.Boolean),Microsoft.SqlServer.Server,SqlUserDefinedAggregateAttribute,set_IsInvariantToOrder(Boolean),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedAggregateAttribute.set_IsNullIfEmpty(System.Boolean),Microsoft.SqlServer.Server,SqlUserDefinedAggregateAttribute,set_IsNullIfEmpty(Boolean),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedAggregateAttribute.set_MaxByteSize(System.Int32),Microsoft.SqlServer.Server,SqlUserDefinedAggregateAttribute,set_MaxByteSize(Int32),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedAggregateAttribute.set_Name(System.String),Microsoft.SqlServer.Server,SqlUserDefinedAggregateAttribute,set_Name(String),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedTypeAttribute.#ctor(Microsoft.SqlServer.Server.Format),Microsoft.SqlServer.Server,SqlUserDefinedTypeAttribute,.ctor(Format),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedTypeAttribute.get_Format,Microsoft.SqlServer.Server,SqlUserDefinedTypeAttribute,get_Format(),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedTypeAttribute.get_IsByteOrdered,Microsoft.SqlServer.Server,SqlUserDefinedTypeAttribute,get_IsByteOrdered(),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedTypeAttribute.get_IsFixedLength,Microsoft.SqlServer.Server,SqlUserDefinedTypeAttribute,get_IsFixedLength(),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedTypeAttribute.get_MaxByteSize,Microsoft.SqlServer.Server,SqlUserDefinedTypeAttribute,get_MaxByteSize(),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedTypeAttribute.get_Name,Microsoft.SqlServer.Server,SqlUserDefinedTypeAttribute,get_Name(),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedTypeAttribute.get_ValidationMethodName,Microsoft.SqlServer.Server,SqlUserDefinedTypeAttribute,get_ValidationMethodName(),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedTypeAttribute.set_IsByteOrdered(System.Boolean),Microsoft.SqlServer.Server,SqlUserDefinedTypeAttribute,set_IsByteOrdered(Boolean),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedTypeAttribute.set_IsFixedLength(System.Boolean),Microsoft.SqlServer.Server,SqlUserDefinedTypeAttribute,set_IsFixedLength(Boolean),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedTypeAttribute.set_MaxByteSize(System.Int32),Microsoft.SqlServer.Server,SqlUserDefinedTypeAttribute,set_MaxByteSize(Int32),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedTypeAttribute.set_Name(System.String),Microsoft.SqlServer.Server,SqlUserDefinedTypeAttribute,set_Name(String),X,,,
M:Microsoft.SqlServer.Server.SqlUserDefinedTypeAttribute.set_ValidationMethodName(System.String),Microsoft.SqlServer.Server,SqlUserDefinedTypeAttribute,set_ValidationMethodName(String),X,,,
M:Microsoft.VisualBasic.DateAndTime.set_DateString(System.String),Microsoft.VisualBasic,DateAndTime,set_DateString(String),,X,X,
M:Microsoft.VisualBasic.DateAndTime.set_TimeOfDay(System.DateTime),Microsoft.VisualBasic,DateAndTime,set_TimeOfDay(DateTime),,X,X,
M:Microsoft.VisualBasic.DateAndTime.set_TimeString(System.String),Microsoft.VisualBasic,DateAndTime,set_TimeString(String),,X,X,
M:Microsoft.VisualBasic.DateAndTime.set_Today(System.DateTime),Microsoft.VisualBasic,DateAndTime,set_Today(DateTime),,X,X,
M:Microsoft.VisualBasic.FileSystem.ChDrive(System.Char),Microsoft.VisualBasic,FileSystem,ChDrive(Char),,X,X,
M:Microsoft.VisualBasic.FileSystem.ChDrive(System.String),Microsoft.VisualBasic,FileSystem,ChDrive(String),,X,X,
M:Microsoft.VisualBasic.FileSystem.CurDir(System.Char),Microsoft.VisualBasic,FileSystem,CurDir(Char),,X,X,
"M:Microsoft.VisualBasic.FileSystem.Dir(System.String,Microsoft.VisualBasic.FileAttribute)",Microsoft.VisualBasic,FileSystem,"Dir(String, FileAttribute)",,X,X,
"M:Microsoft.VisualBasic.FileSystem.InputString(System.Int32,System.Int32)",Microsoft.VisualBasic,FileSystem,"InputString(Int32, Int32)",,,X,
M:Microsoft.VisualBasic.FileSystem.Lock(System.Int32),Microsoft.VisualBasic,FileSystem,Lock(Int32),,,X,
"M:Microsoft.VisualBasic.FileSystem.Lock(System.Int32,System.Int64)",Microsoft.VisualBasic,FileSystem,"Lock(Int32, Int64)",,,X,
"M:Microsoft.VisualBasic.FileSystem.Lock(System.Int32,System.Int64,System.Int64)",Microsoft.VisualBasic,FileSystem,"Lock(Int32, Int64, Int64)",,,X,
"M:Microsoft.VisualBasic.FileSystem.Rename(System.String,System.String)",Microsoft.VisualBasic,FileSystem,"Rename(String, String)",,X,X,
M:Microsoft.VisualBasic.FileSystem.Unlock(System.Int32),Microsoft.VisualBasic,FileSystem,Unlock(Int32),,,X,
"M:Microsoft.VisualBasic.FileSystem.Unlock(System.Int32,System.Int64)",Microsoft.VisualBasic,FileSystem,"Unlock(Int32, Int64)",,,X,
"M:Microsoft.VisualBasic.FileSystem.Unlock(System.Int32,System.Int64,System.Int64)",Microsoft.VisualBasic,FileSystem,"Unlock(Int32, Int64, Int64)",,,X,
M:Microsoft.VisualBasic.Interaction.AppActivate(System.Int32),Microsoft.VisualBasic,Interaction,AppActivate(Int32),,X,X,X
M:Microsoft.VisualBasic.Interaction.AppActivate(System.String),Microsoft.VisualBasic,Interaction,AppActivate(String),,X,X,X
M:Microsoft.VisualBasic.Interaction.Beep,Microsoft.VisualBasic,Interaction,Beep(),,X,X,
"M:Microsoft.VisualBasic.Interaction.DeleteSetting(System.String,System.String,System.String)",Microsoft.VisualBasic,Interaction,"DeleteSetting(String, String, String)",,X,X,
"M:Microsoft.VisualBasic.Interaction.GetAllSettings(System.String,System.String)",Microsoft.VisualBasic,Interaction,"GetAllSettings(String, String)",,X,X,
"M:Microsoft.VisualBasic.Interaction.GetObject(System.String,System.String)",Microsoft.VisualBasic,Interaction,"GetObject(String, String)",,X,X,
"M:Microsoft.VisualBasic.Interaction.GetSetting(System.String,System.String,System.String,System.String)",Microsoft.VisualBasic,Interaction,"GetSetting(String, String, String, String)",,X,X,
"M:Microsoft.VisualBasic.Interaction.InputBox(System.String,System.String,System.String,System.Int32,System.Int32)",Microsoft.VisualBasic,Interaction,"InputBox(String, String, String, Int32, Int32)",,X,X,X
"M:Microsoft.VisualBasic.Interaction.MsgBox(System.Object,Microsoft.VisualBasic.MsgBoxStyle,System.Object)",Microsoft.VisualBasic,Interaction,"MsgBox(Object, MsgBoxStyle, Object)",,X,X,X
"M:Microsoft.VisualBasic.Interaction.SaveSetting(System.String,System.String,System.String,System.String)",Microsoft.VisualBasic,Interaction,"SaveSetting(String, String, String, String)",,X,X,
"M:Microsoft.VisualBasic.Interaction.Shell(System.String,Microsoft.VisualBasic.AppWinStyle,System.Boolean,System.Int32)",Microsoft.VisualBasic,Interaction,"Shell(String, AppWinStyle, Boolean, Int32)",,X,X,X
"M:Microsoft.VisualBasic.Strings.StrConv(System.String,Microsoft.VisualBasic.VbStrConv,System.Int32)",Microsoft.VisualBasic,Strings,"StrConv(String, VbStrConv, Int32)",,X,X,
"M:Microsoft.VisualBasic.FileIO.FileSystem.CopyDirectory(System.String,System.String)",Microsoft.VisualBasic.FileIO,FileSystem,"CopyDirectory(String, String)",,X,X,
"M:Microsoft.VisualBasic.FileIO.FileSystem.CopyDirectory(System.String,System.String,System.Boolean)",Microsoft.VisualBasic.FileIO,FileSystem,"CopyDirectory(String, String, Boolean)",,X,X,
"M:Microsoft.VisualBasic.FileIO.FileSystem.CopyDirectory(System.String,System.String,Microsoft.VisualBasic.FileIO.UIOption)",Microsoft.VisualBasic.FileIO,FileSystem,"CopyDirectory(String, String, UIOption)",,X,X,
"M:Microsoft.VisualBasic.FileIO.FileSystem.CopyDirectory(System.String,System.String,Microsoft.VisualBasic.FileIO.UIOption,Microsoft.VisualBasic.FileIO.UICancelOption)",Microsoft.VisualBasic.FileIO,FileSystem,"CopyDirectory(String, String, UIOption, UICancelOption)",,X,X,
"M:Microsoft.VisualBasic.FileIO.FileSystem.CopyFile(System.String,System.String)",Microsoft.VisualBasic.FileIO,FileSystem,"CopyFile(String, String)",,X,X,
"M:Microsoft.VisualBasic.FileIO.FileSystem.CopyFile(System.String,System.String,System.Boolean)",Microsoft.VisualBasic.FileIO,FileSystem,"CopyFile(String, String, Boolean)",,X,X,
"M:Microsoft.VisualBasic.FileIO.FileSystem.CopyFile(System.String,System.String,Microsoft.VisualBasic.FileIO.UIOption)",Microsoft.VisualBasic.FileIO,FileSystem,"CopyFile(String, String, UIOption)",,X,X,
"M:Microsoft.VisualBasic.FileIO.FileSystem.CopyFile(System.String,System.String,Microsoft.VisualBasic.FileIO.UIOption,Microsoft.VisualBasic.FileIO.UICancelOption)",Microsoft.VisualBasic.FileIO,FileSystem,"CopyFile(String, String, UIOption, UICancelOption)",,X,X,
"M:Microsoft.VisualBasic.FileIO.FileSystem.DeleteDirectory(System.String,Microsoft.VisualBasic.FileIO.DeleteDirectoryOption)",Microsoft.VisualBasic.FileIO,FileSystem,"DeleteDirectory(String, DeleteDirectoryOption)",,X,X,
"M:Microsoft.VisualBasic.FileIO.FileSystem.DeleteDirectory(System.String,Microsoft.VisualBasic.FileIO.UIOption,Microsoft.VisualBasic.FileIO.RecycleOption)",Microsoft.VisualBasic.FileIO,FileSystem,"DeleteDirectory(String, UIOption, RecycleOption)",,X,X,
"M:Microsoft.VisualBasic.FileIO.FileSystem.DeleteDirectory(System.String,Microsoft.VisualBasic.FileIO.UIOption,Microsoft.VisualBasic.FileIO.RecycleOption,Microsoft.VisualBasic.FileIO.UICancelOption)",Microsoft.VisualBasic.FileIO,FileSystem,"DeleteDirectory(String, UIOption, RecycleOption, UICancelOption)",,X,X,
M:Microsoft.VisualBasic.FileIO.FileSystem.DeleteFile(System.String),Microsoft.VisualBasic.FileIO,FileSystem,DeleteFile(String),,X,X,
"M:Microsoft.VisualBasic.FileIO.FileSystem.DeleteFile(System.String,Microsoft.VisualBasic.FileIO.UIOption,Microsoft.VisualBasic.FileIO.RecycleOption)",Microsoft.VisualBasic.FileIO,FileSystem,"DeleteFile(String, UIOption, RecycleOption)",,X,X,
"M:Microsoft.VisualBasic.FileIO.FileSystem.DeleteFile(System.String,Microsoft.VisualBasic.FileIO.UIOption,Microsoft.VisualBasic.FileIO.RecycleOption,Microsoft.VisualBasic.FileIO.UICancelOption)",Microsoft.VisualBasic.FileIO,FileSystem,"DeleteFile(String, UIOption, RecycleOption, UICancelOption)",,X,X,
"M:Microsoft.VisualBasic.FileIO.FileSystem.MoveDirectory(System.String,System.String)",Microsoft.VisualBasic.FileIO,FileSystem,"MoveDirectory(String, String)",,X,X,
"M:Microsoft.VisualBasic.FileIO.FileSystem.MoveDirectory(System.String,System.String,System.Boolean)",Microsoft.VisualBasic.FileIO,FileSystem,"MoveDirectory(String, String, Boolean)",,X,X,
"M:Microsoft.VisualBasic.FileIO.FileSystem.MoveDirectory(System.String,System.String,Microsoft.VisualBasic.FileIO.UIOption)",Microsoft.VisualBasic.FileIO,FileSystem,"MoveDirectory(String, String, UIOption)",,X,X,
"M:Microsoft.VisualBasic.FileIO.FileSystem.MoveDirectory(System.String,System.String,Microsoft.VisualBasic.FileIO.UIOption,Microsoft.VisualBasic.FileIO.UICancelOption)",Microsoft.VisualBasic.FileIO,FileSystem,"MoveDirectory(String, String, UIOption, UICancelOption)",,X,X,
"M:Microsoft.VisualBasic.FileIO.FileSystem.MoveFile(System.String,System.String)",Microsoft.VisualBasic.FileIO,FileSystem,"MoveFile(String, String)",,X,X,
"M:Microsoft.VisualBasic.FileIO.FileSystem.MoveFile(System.String,System.String,System.Boolean)",Microsoft.VisualBasic.FileIO,FileSystem,"MoveFile(String, String, Boolean)",,X,X,
"M:Microsoft.VisualBasic.FileIO.FileSystem.MoveFile(System.String,System.String,Microsoft.VisualBasic.FileIO.UIOption)",Microsoft.VisualBasic.FileIO,FileSystem,"MoveFile(String, String, UIOption)",,X,X,
"M:Microsoft.VisualBasic.FileIO.FileSystem.MoveFile(System.String,System.String,Microsoft.VisualBasic.FileIO.UIOption,Microsoft.VisualBasic.FileIO.UICancelOption)",Microsoft.VisualBasic.FileIO,FileSystem,"MoveFile(String, String, UIOption, UICancelOption)",,X,X,
M:Microsoft.Win32.PowerModeChangedEventArgs.#ctor(Microsoft.Win32.PowerModes),Microsoft.Win32,PowerModeChangedEventArgs,.ctor(PowerModes),X,X,X,
M:Microsoft.Win32.PowerModeChangedEventArgs.get_Mode,Microsoft.Win32,PowerModeChangedEventArgs,get_Mode(),X,X,X,
"M:Microsoft.Win32.Registry.GetValue(System.String,System.String,System.Object)",Microsoft.Win32,Registry,"GetValue(String, String, Object)",X,X,X,
"M:Microsoft.Win32.Registry.SetValue(System.String,System.String,System.Object)",Microsoft.Win32,Registry,"SetValue(String, String, Object)",X,X,X,
"M:Microsoft.Win32.Registry.SetValue(System.String,System.String,System.Object,Microsoft.Win32.RegistryValueKind)",Microsoft.Win32,Registry,"SetValue(String, String, Object, RegistryValueKind)",X,X,X,
M:Microsoft.Win32.RegistryAclExtensions.GetAccessControl(Microsoft.Win32.RegistryKey),Microsoft.Win32,RegistryAclExtensions,GetAccessControl(RegistryKey),X,X,X,
"M:Microsoft.Win32.RegistryAclExtensions.GetAccessControl(Microsoft.Win32.RegistryKey,System.Security.AccessControl.AccessControlSections)",Microsoft.Win32,RegistryAclExtensions,"GetAccessControl(RegistryKey, AccessControlSections)",X,X,X,
"M:Microsoft.Win32.RegistryAclExtensions.SetAccessControl(Microsoft.Win32.RegistryKey,System.Security.AccessControl.RegistrySecurity)",Microsoft.Win32,RegistryAclExtensions,"SetAccessControl(RegistryKey, RegistrySecurity)",X,X,X,
M:Microsoft.Win32.RegistryKey.Close,Microsoft.Win32,RegistryKey,Close(),X,X,X,
M:Microsoft.Win32.RegistryKey.CreateSubKey(System.String),Microsoft.Win32,RegistryKey,CreateSubKey(String),X,X,X,
"M:Microsoft.Win32.RegistryKey.CreateSubKey(System.String,System.Boolean)",Microsoft.Win32,RegistryKey,"CreateSubKey(String, Boolean)",X,X,X,
"M:Microsoft.Win32.RegistryKey.CreateSubKey(System.String,System.Boolean,Microsoft.Win32.RegistryOptions)",Microsoft.Win32,RegistryKey,"CreateSubKey(String, Boolean, RegistryOptions)",X,X,X,
"M:Microsoft.Win32.RegistryKey.CreateSubKey(System.String,Microsoft.Win32.RegistryKeyPermissionCheck)",Microsoft.Win32,RegistryKey,"CreateSubKey(String, RegistryKeyPermissionCheck)",X,X,X,
"M:Microsoft.Win32.RegistryKey.CreateSubKey(System.String,Microsoft.Win32.RegistryKeyPermissionCheck,Microsoft.Win32.RegistryOptions)",Microsoft.Win32,RegistryKey,"CreateSubKey(String, RegistryKeyPermissionCheck, RegistryOptions)",X,X,X,
"M:Microsoft.Win32.RegistryKey.CreateSubKey(System.String,Microsoft.Win32.RegistryKeyPermissionCheck,Microsoft.Win32.RegistryOptions,System.Security.AccessControl.RegistrySecurity)",Microsoft.Win32,RegistryKey,"CreateSubKey(String, RegistryKeyPermissionCheck, RegistryOptions, RegistrySecurity)",X,X,X,
"M:Microsoft.Win32.RegistryKey.CreateSubKey(System.String,Microsoft.Win32.RegistryKeyPermissionCheck,System.Security.AccessControl.RegistrySecurity)",Microsoft.Win32,RegistryKey,"CreateSubKey(String, RegistryKeyPermissionCheck, RegistrySecurity)",X,X,X,
M:Microsoft.Win32.RegistryKey.DeleteSubKey(System.String),Microsoft.Win32,RegistryKey,DeleteSubKey(String),X,X,X,
"M:Microsoft.Win32.RegistryKey.DeleteSubKey(System.String,System.Boolean)",Microsoft.Win32,RegistryKey,"DeleteSubKey(String, Boolean)",X,X,X,
M:Microsoft.Win32.RegistryKey.DeleteSubKeyTree(System.String),Microsoft.Win32,RegistryKey,DeleteSubKeyTree(String),X,X,X,
"M:Microsoft.Win32.RegistryKey.DeleteSubKeyTree(System.String,System.Boolean)",Microsoft.Win32,RegistryKey,"DeleteSubKeyTree(String, Boolean)",X,X,X,
M:Microsoft.Win32.RegistryKey.DeleteValue(System.String),Microsoft.Win32,RegistryKey,DeleteValue(String),X,X,X,
"M:Microsoft.Win32.RegistryKey.DeleteValue(System.String,System.Boolean)",Microsoft.Win32,RegistryKey,"DeleteValue(String, Boolean)",X,X,X,
M:Microsoft.Win32.RegistryKey.Dispose,Microsoft.Win32,RegistryKey,Dispose(),,X,X,
M:Microsoft.Win32.RegistryKey.Flush,Microsoft.Win32,RegistryKey,Flush(),X,X,X,
