DocId,Namespace,Type,Member,browser,linux,osx,win
M:System.Drawing.Imaging.MetafileHeader.get_LogicalDpiY,System.Drawing.Imaging,MetafileHeader,get_LogicalDpiY(),X,,,
M:System.Drawing.Imaging.MetafileHeader.get_MetafileSize,System.Drawing.Imaging,MetafileHeader,get_MetafileSize(),X,,,
M:System.Drawing.Imaging.MetafileHeader.get_Type,System.Drawing.Imaging,MetafileHeader,get_Type(),X,,,
M:System.Drawing.Imaging.MetafileHeader.get_Version,System.Drawing.Imaging,MetafileHeader,get_Version(),X,,,
M:System.Drawing.Imaging.MetafileHeader.get_WmfHeader,System.Drawing.Imaging,MetafileHeader,get_WmfHeader(),X,,,
M:System.Drawing.Imaging.MetafileHeader.IsDisplay,System.Drawing.Imaging,MetafileHeader,IsDisplay(),X,,,
M:System.Drawing.Imaging.MetafileHeader.IsEmf,System.Drawing.Imaging,MetafileHeader,IsEmf(),X,,,
M:System.Drawing.Imaging.MetafileHeader.IsEmfOrEmfPlus,System.Drawing.Imaging,MetafileHeader,IsEmfOrEmfPlus(),X,,,
M:System.Drawing.Imaging.MetafileHeader.IsEmfPlus,System.Drawing.Imaging,MetafileHeader,IsEmfPlus(),X,,,
M:System.Drawing.Imaging.MetafileHeader.IsEmfPlusDual,System.Drawing.Imaging,MetafileHeader,IsEmfPlusDual(),X,,,
M:System.Drawing.Imaging.MetafileHeader.IsEmfPlusOnly,System.Drawing.Imaging,MetafileHeader,IsEmfPlusOnly(),X,,,
M:System.Drawing.Imaging.MetafileHeader.IsWmf,System.Drawing.Imaging,MetafileHeader,IsWmf(),X,,,
M:System.Drawing.Imaging.MetafileHeader.IsWmfPlaceable,System.Drawing.Imaging,MetafileHeader,IsWmfPlaceable(),X,,,
M:System.Drawing.Imaging.MetaHeader.#ctor,System.Drawing.Imaging,MetaHeader,.ctor(),X,,,
M:System.Drawing.Imaging.MetaHeader.get_HeaderSize,System.Drawing.Imaging,MetaHeader,get_HeaderSize(),X,,,
M:System.Drawing.Imaging.MetaHeader.get_MaxRecord,System.Drawing.Imaging,MetaHeader,get_MaxRecord(),X,,,
M:System.Drawing.Imaging.MetaHeader.get_NoObjects,System.Drawing.Imaging,MetaHeader,get_NoObjects(),X,,,
M:System.Drawing.Imaging.MetaHeader.get_NoParameters,System.Drawing.Imaging,MetaHeader,get_NoParameters(),X,,,
M:System.Drawing.Imaging.MetaHeader.get_Size,System.Drawing.Imaging,MetaHeader,get_Size(),X,,,
M:System.Drawing.Imaging.MetaHeader.get_Type,System.Drawing.Imaging,MetaHeader,get_Type(),X,,,
M:System.Drawing.Imaging.MetaHeader.get_Version,System.Drawing.Imaging,MetaHeader,get_Version(),X,,,
M:System.Drawing.Imaging.MetaHeader.set_HeaderSize(System.Int16),System.Drawing.Imaging,MetaHeader,set_HeaderSize(Int16),X,,,
M:System.Drawing.Imaging.MetaHeader.set_MaxRecord(System.Int32),System.Drawing.Imaging,MetaHeader,set_MaxRecord(Int32),X,,,
M:System.Drawing.Imaging.MetaHeader.set_NoObjects(System.Int16),System.Drawing.Imaging,MetaHeader,set_NoObjects(Int16),X,,,
M:System.Drawing.Imaging.MetaHeader.set_NoParameters(System.Int16),System.Drawing.Imaging,MetaHeader,set_NoParameters(Int16),X,,,
M:System.Drawing.Imaging.MetaHeader.set_Size(System.Int32),System.Drawing.Imaging,MetaHeader,set_Size(Int32),X,,,
M:System.Drawing.Imaging.MetaHeader.set_Type(System.Int16),System.Drawing.Imaging,MetaHeader,set_Type(Int16),X,,,
M:System.Drawing.Imaging.MetaHeader.set_Version(System.Int16),System.Drawing.Imaging,MetaHeader,set_Version(Int16),X,,,
M:System.Drawing.Imaging.PropertyItem.get_Id,System.Drawing.Imaging,PropertyItem,get_Id(),X,,,
M:System.Drawing.Imaging.PropertyItem.get_Len,System.Drawing.Imaging,PropertyItem,get_Len(),X,,,
M:System.Drawing.Imaging.PropertyItem.get_Type,System.Drawing.Imaging,PropertyItem,get_Type(),X,,,
M:System.Drawing.Imaging.PropertyItem.get_Value,System.Drawing.Imaging,PropertyItem,get_Value(),X,,,
M:System.Drawing.Imaging.PropertyItem.set_Id(System.Int32),System.Drawing.Imaging,PropertyItem,set_Id(Int32),X,,,
M:System.Drawing.Imaging.PropertyItem.set_Len(System.Int32),System.Drawing.Imaging,PropertyItem,set_Len(Int32),X,,,
M:System.Drawing.Imaging.PropertyItem.set_Type(System.Int16),System.Drawing.Imaging,PropertyItem,set_Type(Int16),X,,,
M:System.Drawing.Imaging.PropertyItem.set_Value(System.Byte[]),System.Drawing.Imaging,PropertyItem,set_Value(Byte[]),X,,,
M:System.Drawing.Imaging.WmfPlaceableFileHeader.#ctor,System.Drawing.Imaging,WmfPlaceableFileHeader,.ctor(),X,,,
M:System.Drawing.Imaging.WmfPlaceableFileHeader.get_BboxBottom,System.Drawing.Imaging,WmfPlaceableFileHeader,get_BboxBottom(),X,,,
M:System.Drawing.Imaging.WmfPlaceableFileHeader.get_BboxLeft,System.Drawing.Imaging,WmfPlaceableFileHeader,get_BboxLeft(),X,,,
M:System.Drawing.Imaging.WmfPlaceableFileHeader.get_BboxRight,System.Drawing.Imaging,WmfPlaceableFileHeader,get_BboxRight(),X,,,
M:System.Drawing.Imaging.WmfPlaceableFileHeader.get_BboxTop,System.Drawing.Imaging,WmfPlaceableFileHeader,get_BboxTop(),X,,,
M:System.Drawing.Imaging.WmfPlaceableFileHeader.get_Checksum,System.Drawing.Imaging,WmfPlaceableFileHeader,get_Checksum(),X,,,
M:System.Drawing.Imaging.WmfPlaceableFileHeader.get_Hmf,System.Drawing.Imaging,WmfPlaceableFileHeader,get_Hmf(),X,,,
M:System.Drawing.Imaging.WmfPlaceableFileHeader.get_Inch,System.Drawing.Imaging,WmfPlaceableFileHeader,get_Inch(),X,,,
M:System.Drawing.Imaging.WmfPlaceableFileHeader.get_Key,System.Drawing.Imaging,WmfPlaceableFileHeader,get_Key(),X,,,
M:System.Drawing.Imaging.WmfPlaceableFileHeader.get_Reserved,System.Drawing.Imaging,WmfPlaceableFileHeader,get_Reserved(),X,,,
M:System.Drawing.Imaging.WmfPlaceableFileHeader.set_BboxBottom(System.Int16),System.Drawing.Imaging,WmfPlaceableFileHeader,set_BboxBottom(Int16),X,,,
M:System.Drawing.Imaging.WmfPlaceableFileHeader.set_BboxLeft(System.Int16),System.Drawing.Imaging,WmfPlaceableFileHeader,set_BboxLeft(Int16),X,,,
M:System.Drawing.Imaging.WmfPlaceableFileHeader.set_BboxRight(System.Int16),System.Drawing.Imaging,WmfPlaceableFileHeader,set_BboxRight(Int16),X,,,
M:System.Drawing.Imaging.WmfPlaceableFileHeader.set_BboxTop(System.Int16),System.Drawing.Imaging,WmfPlaceableFileHeader,set_BboxTop(Int16),X,,,
M:System.Drawing.Imaging.WmfPlaceableFileHeader.set_Checksum(System.Int16),System.Drawing.Imaging,WmfPlaceableFileHeader,set_Checksum(Int16),X,,,
M:System.Drawing.Imaging.WmfPlaceableFileHeader.set_Hmf(System.Int16),System.Drawing.Imaging,WmfPlaceableFileHeader,set_Hmf(Int16),X,,,
M:System.Drawing.Imaging.WmfPlaceableFileHeader.set_Inch(System.Int16),System.Drawing.Imaging,WmfPlaceableFileHeader,set_Inch(Int16),X,,,
M:System.Drawing.Imaging.WmfPlaceableFileHeader.set_Key(System.Int32),System.Drawing.Imaging,WmfPlaceableFileHeader,set_Key(Int32),X,,,
M:System.Drawing.Imaging.WmfPlaceableFileHeader.set_Reserved(System.Int32),System.Drawing.Imaging,WmfPlaceableFileHeader,set_Reserved(Int32),X,,,
M:System.Drawing.Printing.InvalidPrinterException.#ctor(System.Drawing.Printing.PrinterSettings),System.Drawing.Printing,InvalidPrinterException,.ctor(PrinterSettings),X,,,
"M:System.Drawing.Printing.InvalidPrinterException.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.Drawing.Printing,InvalidPrinterException,".ctor(SerializationInfo, StreamingContext)",X,,,
"M:System.Drawing.Printing.InvalidPrinterException.GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.Drawing.Printing,InvalidPrinterException,"GetObjectData(SerializationInfo, StreamingContext)",X,,,
M:System.Drawing.Printing.Margins.#ctor,System.Drawing.Printing,Margins,.ctor(),X,,,
"M:System.Drawing.Printing.Margins.#ctor(System.Int32,System.Int32,System.Int32,System.Int32)",System.Drawing.Printing,Margins,".ctor(Int32, Int32, Int32, Int32)",X,,,
M:System.Drawing.Printing.Margins.Clone,System.Drawing.Printing,Margins,Clone(),X,,,
M:System.Drawing.Printing.Margins.Equals(System.Object),System.Drawing.Printing,Margins,Equals(Object),X,,,
M:System.Drawing.Printing.Margins.get_Bottom,System.Drawing.Printing,Margins,get_Bottom(),X,,,
M:System.Drawing.Printing.Margins.get_Left,System.Drawing.Printing,Margins,get_Left(),X,,,
M:System.Drawing.Printing.Margins.get_Right,System.Drawing.Printing,Margins,get_Right(),X,,,
M:System.Drawing.Printing.Margins.get_Top,System.Drawing.Printing,Margins,get_Top(),X,,,
M:System.Drawing.Printing.Margins.GetHashCode,System.Drawing.Printing,Margins,GetHashCode(),X,,,
"M:System.Drawing.Printing.Margins.op_Equality(System.Drawing.Printing.Margins,System.Drawing.Printing.Margins)",System.Drawing.Printing,Margins,"op_Equality(Margins, Margins)",X,,,
"M:System.Drawing.Printing.Margins.op_Inequality(System.Drawing.Printing.Margins,System.Drawing.Printing.Margins)",System.Drawing.Printing,Margins,"op_Inequality(Margins, Margins)",X,,,
M:System.Drawing.Printing.Margins.set_Bottom(System.Int32),System.Drawing.Printing,Margins,set_Bottom(Int32),X,,,
M:System.Drawing.Printing.Margins.set_Left(System.Int32),System.Drawing.Printing,Margins,set_Left(Int32),X,,,
M:System.Drawing.Printing.Margins.set_Right(System.Int32),System.Drawing.Printing,Margins,set_Right(Int32),X,,,
M:System.Drawing.Printing.Margins.set_Top(System.Int32),System.Drawing.Printing,Margins,set_Top(Int32),X,,,
M:System.Drawing.Printing.Margins.ToString,System.Drawing.Printing,Margins,ToString(),X,,,
M:System.Drawing.Printing.MarginsConverter.#ctor,System.Drawing.Printing,MarginsConverter,.ctor(),X,X,X,
"M:System.Drawing.Printing.MarginsConverter.CanConvertFrom(System.ComponentModel.ITypeDescriptorContext,System.Type)",System.Drawing.Printing,MarginsConverter,"CanConvertFrom(ITypeDescriptorContext, Type)",X,X,X,
"M:System.Drawing.Printing.MarginsConverter.CanConvertTo(System.ComponentModel.ITypeDescriptorContext,System.Type)",System.Drawing.Printing,MarginsConverter,"CanConvertTo(ITypeDescriptorContext, Type)",X,X,X,
"M:System.Drawing.Printing.MarginsConverter.ConvertFrom(System.ComponentModel.ITypeDescriptorContext,System.Globalization.CultureInfo,System.Object)",System.Drawing.Printing,MarginsConverter,"ConvertFrom(ITypeDescriptorContext, CultureInfo, Object)",X,X,X,
"M:System.Drawing.Printing.MarginsConverter.ConvertTo(System.ComponentModel.ITypeDescriptorContext,System.Globalization.CultureInfo,System.Object,System.Type)",System.Drawing.Printing,MarginsConverter,"ConvertTo(ITypeDescriptorContext, CultureInfo, Object, Type)",X,X,X,
"M:System.Drawing.Printing.MarginsConverter.CreateInstance(System.ComponentModel.ITypeDescriptorContext,System.Collections.IDictionary)",System.Drawing.Printing,MarginsConverter,"CreateInstance(ITypeDescriptorContext, IDictionary)",X,X,X,
M:System.Drawing.Printing.MarginsConverter.GetCreateInstanceSupported(System.ComponentModel.ITypeDescriptorContext),System.Drawing.Printing,MarginsConverter,GetCreateInstanceSupported(ITypeDescriptorContext),X,X,X,
M:System.Drawing.Printing.PageSettings.#ctor,System.Drawing.Printing,PageSettings,.ctor(),X,,,
M:System.Drawing.Printing.PageSettings.#ctor(System.Drawing.Printing.PrinterSettings),System.Drawing.Printing,PageSettings,.ctor(PrinterSettings),X,,,
M:System.Drawing.Printing.PageSettings.Clone,System.Drawing.Printing,PageSettings,Clone(),X,,,
M:System.Drawing.Printing.PageSettings.CopyToHdevmode(System.IntPtr),System.Drawing.Printing,PageSettings,CopyToHdevmode(IntPtr),X,,,
M:System.Drawing.Printing.PageSettings.get_Bounds,System.Drawing.Printing,PageSettings,get_Bounds(),X,,,
M:System.Drawing.Printing.PageSettings.get_Color,System.Drawing.Printing,PageSettings,get_Color(),X,,,
M:System.Drawing.Printing.PageSettings.get_HardMarginX,System.Drawing.Printing,PageSettings,get_HardMarginX(),X,,,
M:System.Drawing.Printing.PageSettings.get_HardMarginY,System.Drawing.Printing,PageSettings,get_HardMarginY(),X,,,
M:System.Drawing.Printing.PageSettings.get_Landscape,System.Drawing.Printing,PageSettings,get_Landscape(),X,,,
M:System.Drawing.Printing.PageSettings.get_Margins,System.Drawing.Printing,PageSettings,get_Margins(),X,,,
M:System.Drawing.Printing.PageSettings.get_PaperSize,System.Drawing.Printing,PageSettings,get_PaperSize(),X,,,
M:System.Drawing.Printing.PageSettings.get_PaperSource,System.Drawing.Printing,PageSettings,get_PaperSource(),X,,,
M:System.Drawing.Printing.PageSettings.get_PrintableArea,System.Drawing.Printing,PageSettings,get_PrintableArea(),X,,,
M:System.Drawing.Printing.PageSettings.get_PrinterResolution,System.Drawing.Printing,PageSettings,get_PrinterResolution(),X,,,
M:System.Drawing.Printing.PageSettings.get_PrinterSettings,System.Drawing.Printing,PageSettings,get_PrinterSettings(),X,,,
M:System.Drawing.Printing.PageSettings.set_Color(System.Boolean),System.Drawing.Printing,PageSettings,set_Color(Boolean),X,,,
M:System.Drawing.Printing.PageSettings.set_Landscape(System.Boolean),System.Drawing.Printing,PageSettings,set_Landscape(Boolean),X,,,
M:System.Drawing.Printing.PageSettings.set_Margins(System.Drawing.Printing.Margins),System.Drawing.Printing,PageSettings,set_Margins(Margins),X,,,
M:System.Drawing.Printing.PageSettings.set_PaperSize(System.Drawing.Printing.PaperSize),System.Drawing.Printing,PageSettings,set_PaperSize(PaperSize),X,,,
M:System.Drawing.Printing.PageSettings.set_PaperSource(System.Drawing.Printing.PaperSource),System.Drawing.Printing,PageSettings,set_PaperSource(PaperSource),X,,,
M:System.Drawing.Printing.PageSettings.set_PrinterResolution(System.Drawing.Printing.PrinterResolution),System.Drawing.Printing,PageSettings,set_PrinterResolution(PrinterResolution),X,,,
M:System.Drawing.Printing.PageSettings.set_PrinterSettings(System.Drawing.Printing.PrinterSettings),System.Drawing.Printing,PageSettings,set_PrinterSettings(PrinterSettings),X,,,
M:System.Drawing.Printing.PageSettings.SetHdevmode(System.IntPtr),System.Drawing.Printing,PageSettings,SetHdevmode(IntPtr),X,,,
M:System.Drawing.Printing.PageSettings.ToString,System.Drawing.Printing,PageSettings,ToString(),X,,,
M:System.Drawing.Printing.PaperSize.#ctor,System.Drawing.Printing,PaperSize,.ctor(),X,,,
"M:System.Drawing.Printing.PaperSize.#ctor(System.String,System.Int32,System.Int32)",System.Drawing.Printing,PaperSize,".ctor(String, Int32, Int32)",X,,,
M:System.Drawing.Printing.PaperSize.get_Height,System.Drawing.Printing,PaperSize,get_Height(),X,,,
M:System.Drawing.Printing.PaperSize.get_Kind,System.Drawing.Printing,PaperSize,get_Kind(),X,,,
M:System.Drawing.Printing.PaperSize.get_PaperName,System.Drawing.Printing,PaperSize,get_PaperName(),X,,,
M:System.Drawing.Printing.PaperSize.get_RawKind,System.Drawing.Printing,PaperSize,get_RawKind(),X,,,
M:System.Drawing.Printing.PaperSize.get_Width,System.Drawing.Printing,PaperSize,get_Width(),X,,,
M:System.Drawing.Printing.PaperSize.set_Height(System.Int32),System.Drawing.Printing,PaperSize,set_Height(Int32),X,,,
M:System.Drawing.Printing.PaperSize.set_PaperName(System.String),System.Drawing.Printing,PaperSize,set_PaperName(String),X,,,
M:System.Drawing.Printing.PaperSize.set_RawKind(System.Int32),System.Drawing.Printing,PaperSize,set_RawKind(Int32),X,,,
M:System.Drawing.Printing.PaperSize.set_Width(System.Int32),System.Drawing.Printing,PaperSize,set_Width(Int32),X,,,
M:System.Drawing.Printing.PaperSize.ToString,System.Drawing.Printing,PaperSize,ToString(),X,,,
M:System.Drawing.Printing.PaperSource.#ctor,System.Drawing.Printing,PaperSource,.ctor(),X,,,
M:System.Drawing.Printing.PaperSource.get_Kind,System.Drawing.Printing,PaperSource,get_Kind(),X,,,
M:System.Drawing.Printing.PaperSource.get_RawKind,System.Drawing.Printing,PaperSource,get_RawKind(),X,,,
M:System.Drawing.Printing.PaperSource.get_SourceName,System.Drawing.Printing,PaperSource,get_SourceName(),X,,,
M:System.Drawing.Printing.PaperSource.set_RawKind(System.Int32),System.Drawing.Printing,PaperSource,set_RawKind(Int32),X,,,
M:System.Drawing.Printing.PaperSource.set_SourceName(System.String),System.Drawing.Printing,PaperSource,set_SourceName(String),X,,,
M:System.Drawing.Printing.PaperSource.ToString,System.Drawing.Printing,PaperSource,ToString(),X,,,
"M:System.Drawing.Printing.PreviewPageInfo.#ctor(System.Drawing.Image,System.Drawing.Size)",System.Drawing.Printing,PreviewPageInfo,".ctor(Image, Size)",X,,,
M:System.Drawing.Printing.PreviewPageInfo.get_Image,System.Drawing.Printing,PreviewPageInfo,get_Image(),X,,,
M:System.Drawing.Printing.PreviewPageInfo.get_PhysicalSize,System.Drawing.Printing,PreviewPageInfo,get_PhysicalSize(),X,,,
M:System.Drawing.Printing.PreviewPrintController.#ctor,System.Drawing.Printing,PreviewPrintController,.ctor(),X,,,
M:System.Drawing.Printing.PreviewPrintController.get_IsPreview,System.Drawing.Printing,PreviewPrintController,get_IsPreview(),X,,,
M:System.Drawing.Printing.PreviewPrintController.get_UseAntiAlias,System.Drawing.Printing,PreviewPrintController,get_UseAntiAlias(),X,,,
M:System.Drawing.Printing.PreviewPrintController.GetPreviewPageInfo,System.Drawing.Printing,PreviewPrintController,GetPreviewPageInfo(),X,,,
"M:System.Drawing.Printing.PreviewPrintController.OnEndPage(System.Drawing.Printing.PrintDocument,System.Drawing.Printing.PrintPageEventArgs)",System.Drawing.Printing,PreviewPrintController,"OnEndPage(PrintDocument, PrintPageEventArgs)",X,,,
"M:System.Drawing.Printing.PreviewPrintController.OnEndPrint(System.Drawing.Printing.PrintDocument,System.Drawing.Printing.PrintEventArgs)",System.Drawing.Printing,PreviewPrintController,"OnEndPrint(PrintDocument, PrintEventArgs)",X,,,
"M:System.Drawing.Printing.PreviewPrintController.OnStartPage(System.Drawing.Printing.PrintDocument,System.Drawing.Printing.PrintPageEventArgs)",System.Drawing.Printing,PreviewPrintController,"OnStartPage(PrintDocument, PrintPageEventArgs)",X,,,
"M:System.Drawing.Printing.PreviewPrintController.OnStartPrint(System.Drawing.Printing.PrintDocument,System.Drawing.Printing.PrintEventArgs)",System.Drawing.Printing,PreviewPrintController,"OnStartPrint(PrintDocument, PrintEventArgs)",X,,,
M:System.Drawing.Printing.PreviewPrintController.set_UseAntiAlias(System.Boolean),System.Drawing.Printing,PreviewPrintController,set_UseAntiAlias(Boolean),X,,,
